Unnamed: 0,N,P,K,temperature,humidity,ph,rainfall,Commodity,season
114,66.0,54.0,21.0,25.19008683,60.200168700000006,5.644002732240437,72.12375573,maize,summer
115,63.0,58.0,22.0,18.25405352,55.28220433,5.644002732240437,63.72358154,maize,rabi
116,70.0,47.0,17.0,24.612911800000006,70.4162444,5.644002732240437,104.1626147,maize,summer
117,61.0,41.0,17.0,25.1420613,65.26185135,5.644002732240437,76.68456006,maize,summer
118,66.0,53.0,19.0,23.09348056,60.11593810000001,5.644002732240437,65.49730729,maize,summer
119,74.0,55.0,19.0,18.05033737,62.89366992,5.644002732240437,84.23613484,maize,rabi
120,77.0,57.0,21.0,24.9321581,73.80435276,5.644002732240437,79.74078719,maize,summer
121,99.0,50.0,15.0,18.14710054,71.09445342,5.644002732240437,88.07753741,maize,rabi
122,74.0,56.0,22.0,18.28362235,66.65952796,5.644002732240437,80.97573281,maize,rabi
123,83.0,45.0,21.0,18.83344471,58.75082029,5.644002732240437,79.75328959999999,maize,rabi
124,100.0,48.0,16.0,25.71895816,67.22190688,5.644002732240437,74.51490791,maize,summer
125,79.0,51.0,16.0,25.33797709,68.49835977,5.644002732240437,96.46380213,maize,summer
126,94.0,39.0,18.0,23.89114571,57.48775781,5.644002732240437,102.8301942,maize,summer
127,75.0,49.0,15.0,21.53574127,71.50905983,5.644002732240437,102.4852929,maize,rabi
128,78.0,48.0,22.0,23.08974909,63.10459626,5.644002732240437,70.43473609,maize,summer
129,87.0,54.0,20.0,25.61707368,63.4711755,5.644002732240437,108.8303762,maize,kharif
130,87.0,35.0,25.0,21.44526922,63.1621551,5.644002732240437,65.88951188,maize,rabi
131,63.0,43.0,19.0,18.51816776,55.53128131,5.644002732240437,90.988051,maize,rabi
132,84.0,57.0,25.0,22.53510514,67.99257471,5.644002732240437,64.40866039,maize,summer
133,64.0,35.0,23.0,23.02038334,61.89472002,5.644002732240437,63.03843397,maize,summer
134,60.0,46.0,22.0,24.89364635,65.61418761,5.644002732240437,87.9298085,maize,summer
135,98.0,44.0,21.0,25.77175115,74.089114,5.644002732240437,107.4931917,maize,kharif
136,75.0,56.0,18.0,19.39851734,62.35750641,5.644002732240437,60.95197486,maize,rabi
137,86.0,55.0,21.0,21.54156232,59.64024162,5.644002732240437,109.7515385,maize,kharif
138,98.0,35.0,18.0,23.79746068,74.82913698,5.644002732240437,91.76337172,maize,summer
139,76.0,57.0,18.0,18.9802729,74.52600826,5.644002732240437,94.26249353,maize,rabi
140,99.0,56.0,17.0,24.10859207,73.13112261,5.644002732240437,71.07562236,maize,summer
141,60.0,44.0,23.0,24.7947077,70.04556743,5.644002732240437,76.72860067,maize,summer
142,74.0,48.0,17.0,21.63162756,60.27766379,5.644002732240437,69.21803098,maize,rabi
143,89.0,60.0,17.0,25.37548751,57.21025565,5.644002732240437,101.7004306,maize,summer
144,69.0,51.0,23.0,22.21738222,72.85462807,5.644002732240437,106.6213157,maize,kharif
145,96.0,46.0,22.0,20.58314011,69.00128641,5.644002732240437,66.29390357,maize,rabi
146,61.0,60.0,15.0,24.87502824,68.74248334,5.644002732240437,91.26056654,maize,summer
147,74.0,58.0,18.0,20.03728219,56.35606753,5.644002732240437,109.024141,maize,kharif
148,74.0,43.0,23.0,25.95263264,61.89082199,5.644002732240437,99.57981207,maize,summer
149,63.0,43.0,17.0,19.28889933,65.47050802,5.644002732240437,71.3195307,maize,rabi
150,99.0,36.0,20.0,20.57981887,65.34583901,5.644002732240437,78.34604471,maize,rabi
151,77.0,36.0,23.0,24.71417533,56.73426469,5.644002732240437,88.45361858,maize,summer
152,87.0,60.0,23.0,20.27317074,63.91281869,5.644002732240437,62.50351892,maize,rabi
153,60.0,38.0,17.0,18.41932981,64.23580251,5.644002732240437,76.41312437,maize,rabi
154,94.0,54.0,17.0,23.39128187,61.74427165,5.644002732240437,107.3198135,maize,kharif
155,95.0,38.0,22.0,19.84939404,61.24500053,5.644002732240437,100.7689246,maize,rabi
156,84.0,44.0,21.0,21.869274,61.91044947,5.644002732240437,107.2681929,maize,kharif
157,77.0,58.0,19.0,22.8056033,56.50768935,5.644002732240437,101.5952794,maize,summer
158,66.0,44.0,20.0,19.0781471,69.02298571,5.644002732240437,80.72515943,maize,rabi
159,63.0,35.0,16.0,22.02720976,65.35549924,5.644002732240437,83.73280082,maize,summer
160,79.0,45.0,20.0,23.80546189,59.24537979,5.644002732240437,89.96220140000001,maize,summer
161,72.0,60.0,25.0,18.52510753,69.0276233,5.644002732240437,88.10234397,maize,rabi
162,67.0,51.0,24.0,23.50297882,61.32026065,5.644002732240437,64.77791424,maize,summer
163,86.0,36.0,24.0,26.54986394,72.89187265,5.644002732240437,73.33636055,maize,summer
164,76.0,48.0,18.0,19.29563411,69.63481219,5.644002732240437,83.21030571,maize,rabi
165,75.0,53.0,18.0,20.68899915,59.4375337,5.644002732240437,103.651438,maize,rabi
166,81.0,45.0,23.0,19.32666088,68.03449300000001,5.644002732240437,84.22969177,maize,rabi
167,73.0,45.0,21.0,24.60532218,73.58868502,5.644002732240437,96.59195302,maize,summer
168,71.0,35.0,24.0,22.27373646,59.52193158,5.644002732240437,67.96704792,maize,summer
169,96.0,54.0,22.0,25.70196694,61.33450447,5.644002732240437,83.20711308,maize,summer
170,99.0,39.0,18.0,19.20129357,68.30578978,5.644002732240437,87.85092352,maize,rabi
171,62.0,48.0,20.0,21.70181447,60.47470519,5.644002732240437,95.71388473,maize,rabi
172,86.0,37.0,16.0,20.51716779,59.21235483,5.644002732240437,67.61013737,maize,rabi
173,94.0,50.0,19.0,23.30355338,73.62548442,5.644002732240437,97.59081274,maize,summer
174,76.0,39.0,24.0,24.2547451,55.64709899,5.644002732240437,64.23845455,maize,summer
175,77.0,52.0,17.0,24.86374934,65.7420046,5.644002732240437,75.82270467,maize,summer
176,74.0,39.0,23.0,22.6265115,65.77472881,5.644002732240437,88.17251033,maize,summer
177,81.0,49.0,20.0,18.04185513,60.61494304,5.644002732240437,104.2321615,maize,rabi
178,63.0,42.0,21.0,23.26237612,72.33125523,5.644002732240437,67.10225139,maize,summer
179,99.0,38.0,21.0,22.88330922,71.59722446,5.644002732240437,67.72777298,maize,summer
180,90.0,52.0,25.0,25.97482359,69.36385721,5.644002732240437,103.2234212,maize,summer
181,68.0,40.0,19.0,26.14384005,66.20569924,5.644002732240437,107.2361366,maize,kharif
182,60.0,57.0,24.0,18.66116213,61.55327249,5.644002732240437,75.03247667,maize,rabi
183,71.0,52.0,18.0,25.10787449,55.97732754,5.644002732240437,78.16077693,maize,summer
184,61.0,59.0,17.0,23.33844615,59.24580604,5.644002732240437,105.0083144,maize,kharif
185,88.0,38.0,15.0,25.08239719,65.92195844,5.644002732240437,62.49190812,maize,summer
186,65.0,60.0,22.0,25.36768364,72.52054555,5.644002732240437,107.9124111,maize,kharif
187,78.0,37.0,22.0,25.34217103,63.31801994,5.644002732240437,74.52082026,maize,summer
188,78.0,58.0,15.0,25.00933355,67.816568,5.644002732240437,62.91359494,maize,summer
189,92.0,60.0,23.0,18.66746724,71.516474,5.644002732240437,69.93293255,maize,rabi
190,79.0,59.0,17.0,20.37999665,63.73849998,5.644002732240437,108.5054416,maize,kharif
191,91.0,55.0,15.0,18.09300227,72.61024172,5.644002732240437,78.96159541,maize,rabi
192,76.0,51.0,18.0,26.16985907,71.96246617,5.644002732240437,79.84925393,maize,summer
193,87.0,48.0,25.0,18.65396672,61.37879671,5.644002732240437,93.62039175,maize,rabi
194,71.0,60.0,22.0,26.07470121,59.37147589,5.644002732240437,85.75692395,maize,summer
195,90.0,57.0,24.0,18.92851916,72.80086137,5.644002732240437,82.34162918,maize,rabi
196,67.0,35.0,22.0,23.30546753,63.24648023,5.644002732240437,108.7603001,maize,kharif
197,60.0,54.0,19.0,18.74826712,62.49878458,5.644002732240437,70.23401597,maize,rabi
198,83.0,58.0,23.0,19.74213321,59.66263104,5.644002732240437,65.50861389,maize,rabi
199,83.0,57.0,19.0,25.73044432,70.74739256,5.644002732240437,98.73771338,maize,summer
200,40.0,72.0,77.0,17.02498456,16.98861173,7.485996067,88.55123143,chickpea,rabi
201,23.0,72.0,84.0,19.02061277,17.13159126,6.920251378,79.92698081,chickpea,rabi
202,39.0,58.0,85.0,17.88776475,15.40589717,5.9969320370000005,68.54932919,chickpea,rabi
203,22.0,72.0,85.0,18.86805647,15.65809214,6.391173589,88.51048983,chickpea,rabi
204,36.0,67.0,77.0,18.36952567,19.56381041,7.152811172000001,79.26357665,chickpea,rabi
205,32.0,73.0,81.0,20.45078582,15.40312102,5.988992796000002,92.68373702,chickpea,rabi
206,58.0,70.0,84.0,20.6543203,16.60820843,6.231049027999999,74.6631118,chickpea,rabi
207,59.0,70.0,84.0,17.3348681,18.74926979,7.550808267000001,82.61734721,chickpea,rabi
208,42.0,62.0,75.0,18.17912258,18.90426935,7.010570541,81.84997529,chickpea,rabi
209,28.0,74.0,81.0,18.01272266,18.30968112,8.753795334,81.98568791,chickpea,rabi
210,58.0,66.0,79.0,20.99373558,19.33470387,8.718192847000001,93.55280105,chickpea,rabi
211,43.0,66.0,79.0,19.46233971,15.22538951,7.976607593,74.58565097,chickpea,rabi
212,58.0,63.0,81.0,19.81344531,14.69765308,6.515499548999999,78.96514709,chickpea,rabi
213,23.0,62.0,85.0,18.97424756,19.5161216,8.490127142,80.7108745,chickpea,rabi
214,27.0,62.0,77.0,18.19737048,14.71070537,6.576415562,70.18185181,chickpea,rabi
215,28.0,72.0,84.0,18.72963144,19.18197264,6.481783042999999,71.58010169,chickpea,rabi
216,50.0,56.0,76.0,20.99502153,19.8601304,7.966605025,73.50734019,chickpea,rabi
217,39.0,71.0,84.0,20.28155898,16.39535215,8.140825437,82.52339655,chickpea,rabi
218,25.0,78.0,76.0,17.48042641,15.7559405,7.228963452,66.96980581,chickpea,rabi
219,31.0,70.0,77.0,20.88818675,14.32313811,6.492546046,90.46228334,chickpea,rabi
220,26.0,80.0,83.0,17.08498521,16.14565756,7.528599957000001,71.31007253,chickpea,rabi
221,25.0,68.0,77.0,20.09340593,15.11279612,7.701446446,85.74904898,chickpea,rabi
222,31.0,78.0,76.0,17.57212145,14.99927489,8.519975748,89.31050665,chickpea,rabi
223,60.0,68.0,83.0,19.12065218,18.43475844,6.620900869,85.52950164,chickpea,rabi
224,59.0,62.0,83.0,18.57665902,19.22008229,8.104396057999999,72.94940441,chickpea,rabi
225,22.0,67.0,78.0,17.16606398,14.42457525,6.204090835,72.32667516,chickpea,rabi
226,36.0,65.0,80.0,18.2872007,16.67921616,6.051091339,74.87445574,chickpea,rabi
227,59.0,60.0,84.0,19.03025305,18.66725565,7.690962337999999,94.70992037,chickpea,rabi
228,54.0,77.0,85.0,17.141861399999996,17.0662427,7.8292111439999985,83.74606679,chickpea,rabi
229,43.0,68.0,81.0,17.47809436,17.93253975,6.761599706,78.92060234,chickpea,rabi
230,28.0,76.0,82.0,20.56601874,14.25803981,6.654425315,83.75937135,chickpea,rabi
231,42.0,79.0,85.0,17.22385224,15.82069268,6.129533877,76.57580954,chickpea,rabi
232,32.0,60.0,83.0,19.69141713,19.44225438,8.829273328,91.76071648,chickpea,rabi
233,22.0,78.0,76.0,17.84851658,19.09172907,8.621662982,76.32470713,chickpea,rabi
234,31.0,79.0,75.0,18.8202251,16.1074793,8.204862075,89.73119396,chickpea,rabi
235,28.0,58.0,81.0,17.47500984,16.54314829,6.18042747,93.35034262,chickpea,rabi
236,57.0,58.0,77.0,18.72649425,17.58406365,7.978996755,81.20176515,chickpea,rabi
237,49.0,55.0,78.0,18.65580107,16.17772668,7.863113671,81.70769297,chickpea,rabi
238,46.0,76.0,77.0,18.2356751,19.68538502,6.967843048,83.74879344,chickpea,rabi
239,54.0,61.0,77.0,18.81198127,15.21618225,6.206582192999999,77.54294240000002,chickpea,rabi
240,38.0,60.0,76.0,18.65054116,17.80852431,8.868741443,77.92798682,chickpea,rabi
241,59.0,55.0,79.0,20.36720401,16.89574311,8.766128654,82.2545577,chickpea,rabi
242,36.0,76.0,75.0,18.38120357,16.63805158,8.736337905,70.52056697,chickpea,rabi
243,57.0,68.0,81.0,17.17012591,17.30457712,8.081095263,72.78624223,chickpea,rabi
244,35.0,66.0,81.0,19.37101121,15.77458129,6.138243973,85.24819851,chickpea,rabi
245,35.0,64.0,78.0,17.92845928,14.27327988,7.496645259,85.37378769,chickpea,rabi
246,52.0,60.0,79.0,19.45339934,18.23490739,8.380185271,75.6317566,chickpea,rabi
247,27.0,76.0,83.0,19.12829388,14.92241479,6.289614016,89.61857826,chickpea,rabi
248,57.0,60.0,84.0,19.1034283,17.26184541,6.586777189,75.49101167,chickpea,rabi
249,52.0,68.0,78.0,17.48504075,16.96070581,6.89655198,86.05078037,chickpea,rabi
250,43.0,79.0,79.0,19.40751744,18.98030507,7.8067476560000015,80.25064637,chickpea,rabi
251,44.0,74.0,85.0,20.18649426,19.63719995,7.150681303,78.26039559,chickpea,rabi
252,24.0,55.0,78.0,17.30287885,15.15405941,6.64919573,75.57790384,chickpea,rabi
253,29.0,77.0,75.0,17.50361137,15.48083156,7.778591617999999,72.9446671,chickpea,rabi
254,20.0,60.0,78.0,18.17234999,14.70085967,6.358740355,90.7760707,chickpea,rabi
255,56.0,67.0,78.0,17.57445618,16.71826572,8.255450758,77.81891424,chickpea,rabi
256,37.0,66.0,85.0,20.93175255,18.91295403,6.456148474,78.06910795,chickpea,rabi
257,49.0,71.0,76.0,19.71098332,17.63879418,6.613072145,85.57925437,chickpea,rabi
258,59.0,69.0,80.0,19.07937684,17.86754927,8.165359297,69.40619137,chickpea,rabi
259,20.0,79.0,77.0,18.54988627,16.02542689,7.64867466,76.32565249,chickpea,rabi
260,24.0,56.0,85.0,18.19903647,17.41333199,6.545888558,80.6405403,chickpea,rabi
261,51.0,72.0,75.0,18.88852533,14.99451145,7.1042247970000005,80.11133840000002,chickpea,rabi
262,57.0,73.0,85.0,18.49311205,14.72115044,7.358099622,91.94595352,chickpea,rabi
263,22.0,64.0,82.0,19.48974337,17.17260319,6.4740245000000005,87.51312796,chickpea,rabi
264,52.0,73.0,79.0,17.25769499,18.74943955,7.840339388999999,94.00287214,chickpea,rabi
265,29.0,75.0,75.0,19.62416326,18.71483156,7.064790365,88.4585692,chickpea,rabi
266,44.0,59.0,78.0,20.67526473,19.85388984,7.599033472,84.78344008,chickpea,rabi
267,41.0,69.0,82.0,20.02381489,16.63294455,6.715587232000001,68.97806542,chickpea,rabi
268,52.0,56.0,85.0,20.118744600000007,14.44228303,6.81712422,88.68168643,chickpea,rabi
269,34.0,76.0,80.0,20.65691793,15.84572566,7.985417393,65.23811143,chickpea,rabi
270,42.0,74.0,83.0,19.2582557,14.2804191,7.545258424,65.78042032,chickpea,rabi
271,34.0,71.0,79.0,17.927806,15.85622899,7.728998197,74.63872762,chickpea,rabi
272,27.0,73.0,79.0,19.16288268,15.83500655,7.354973451,82.69766829,chickpea,rabi
273,30.0,70.0,79.0,20.26942271,19.96978871,7.313122235,69.64449182,chickpea,rabi
274,57.0,57.0,75.0,17.09104223,18.25142068,7.785039076,87.27444866,chickpea,rabi
275,27.0,79.0,82.0,17.06579293,17.54024066,6.307004922999999,70.87150577,chickpea,rabi
276,32.0,71.0,85.0,20.62767492,14.44008871,6.4039823160000005,92.06630306,chickpea,rabi
277,31.0,76.0,82.0,20.8248451,17.85057083,7.599279991,79.20509212,chickpea,rabi
278,33.0,75.0,84.0,19.46210401,18.72831993,7.217018459,68.81405149,chickpea,rabi
279,47.0,80.0,77.0,17.18248372,16.42891834,7.561108006,72.85017344,chickpea,rabi
280,54.0,62.0,80.0,17.48911699,16.39055394,7.489545074,79.45758333,chickpea,rabi
281,47.0,79.0,78.0,17.48395377,14.76014523,6.609696734,65.11365631,chickpea,rabi
282,35.0,57.0,83.0,19.48316794,17.44534641,7.476800943,80.4986291,chickpea,rabi
283,53.0,73.0,77.0,19.71359733,18.09665739,7.325451279,73.64476535,chickpea,rabi
284,45.0,61.0,78.0,19.48649305,16.06240074,6.489389282,81.52842690000001,chickpea,rabi
285,37.0,78.0,79.0,19.95264829,14.82633099,7.786366322,88.6810311,chickpea,rabi
286,30.0,75.0,81.0,19.41789736,16.80472243,6.4084378860000015,68.4951189,chickpea,rabi
287,37.0,55.0,82.0,19.45591848,18.02235902,8.423873703,78.44910564,chickpea,rabi
288,53.0,65.0,76.0,20.19137759,16.41998269,8.719960893,77.33795356,chickpea,rabi
289,22.0,60.0,85.0,18.8392908,14.74071856,7.811997977000001,94.78189594,chickpea,rabi
290,60.0,61.0,78.0,20.71219282,19.83643308,6.317153205,94.03659867,chickpea,rabi
291,42.0,67.0,77.0,18.99424448,15.9362937,7.114405288,78.69707199,chickpea,rabi
292,39.0,76.0,76.0,19.96837462,15.57324389,8.135900726000001,69.15759062,chickpea,rabi
293,35.0,63.0,76.0,17.81564548,17.60756635,7.714153037999999,90.82097601,chickpea,rabi
294,30.0,65.0,82.0,20.71424384,15.27824066,7.103798069,76.77888672,chickpea,rabi
295,57.0,56.0,78.0,17.34150229,18.75626255,8.861479668,67.9545435,chickpea,rabi
296,48.0,65.0,78.0,17.43732714,14.33847406,7.861128148,73.0926704,chickpea,rabi
